asset,cci_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,5,0.33136011811187727,0.7181358174394316,0.9589740691330095,1.2674708031920858,0.6306742375289434,0.8284784227181634,0.4809489575844716,1.2674708031920858,0.7275782447670877,1391
eth,5,0.2599084087515997,0.7128642830747449,0.8232293413406032,1.1960633020636442,0.5351237170423231,0.6537545320564657,0.4983476536682089,1.1960633020636442,0.4907519755631231,1513
algo,5,0.810875674461869,0.4097571498842057,0.49728623952498907,1.1118272519724082,0.2967240520259212,0.8751757467790207,0.4906716417910448,1.1118272519724082,0.6337551251819957,1072
vet,5,0.31129696685565467,0.7282101768287287,0.9366214928226559,1.210641449563547,0.6738279840817463,0.7055176612550914,0.49294670846394983,1.210641449563547,0.6528301286421018,1276
atom,5,0.3452668944776487,0.36172418150923463,0.4358304678593597,1.096407009080197,0.25556053185555144,0.9072643378511573,0.4763912310286678,1.096407009080197,0.6409882683192889,1186
pol,5,-0.1675771163254185,0.11235934384102529,0.12907160733602907,1.0277915055536395,0.10028251971021641,0.5500859760071917,0.4952978056426332,1.0277915055536395,0.49096057208473154,319
tao,5,1.2042963406598926,0.640212819257134,0.8024935799585393,1.1708231176883723,0.7046804555850033,0.6281882895377995,0.4781609195402299,1.1708231176883723,0.6914450894287176,435
ltc,5,0.20972831799745428,0.599322829529086,0.7350595082298206,1.1908336745174313,0.4399786703701411,0.8480547702045005,0.47912524850894633,1.1908336745174313,0.6225793375647195,2012
xlm,5,0.555586171064206,0.9408161749207108,1.35503461810219,1.3409511023356888,0.8361368082068144,0.7975513410268235,0.49327354260089684,1.3409511023356888,0.7088122530667947,1338
avax,5,0.48185740340870864,0.8706763644335733,1.1382547065991928,1.2721923850823156,0.8860999857784134,0.7507542986100011,0.5,1.2721923850823156,0.7640535570920028,884
link,5,0.5789378887917715,0.9707353279328303,1.3600443032394525,1.2825264133445038,0.8439100722986304,0.8369660573455803,0.49798657718120803,1.2825264133445038,0.7276175757094544,1490
ada,5,0.6565845798628163,0.9328307025747539,1.572155401038477,1.3762722342402405,0.8939291514710592,0.8879216043870957,0.4889206576125804,1.3762722342402405,0.8508928835551169,1399
trx,5,0.7767788147847132,0.9928976107946269,1.6860622423171954,1.4817744920893545,1.6768401718361399,0.5160590236357442,0.5193189259986902,1.4817744920893545,0.8715385075591066,1527
sui,5,1.590290461550952,0.722361559553751,1.0737482325473378,1.2007770539029659,0.7655389674694918,0.6152042975431585,0.4750593824228028,1.2007770539029659,0.6519766403612721,421
sol,5,1.017105773565346,1.3073569948337296,1.650461406053845,1.3884479056991583,1.4063688977871383,0.6917603230565004,0.5101058710298364,1.3884479056991583,0.7441503789051707,1039
bnb,5,0.7175858925256997,1.1496701289603068,1.6073285494596892,1.4066448018157574,1.1004803665782465,0.6514278410257982,0.513879922530665,1.4066448018157574,0.6235558628801228,1549
btc,5,0.4833984812844623,1.2025399905524041,1.3990604176325938,1.3594410843617817,0.7155733107398298,0.6560817329838161,0.5253623188405797,1.3594410843617817,0.3904024660098782,2208
xrp,6,0.39829426355675035,0.7744046697666932,1.0821893403188416,1.3019773573854903,0.7997132395526778,0.7318956764138852,0.4753623188405797,1.3019773573854903,0.755814996022536,1380
eth,6,0.26873450154839507,0.7260208355120065,0.844074553127828,1.1974396865131192,0.568417414404072,0.6304246269128401,0.49738903394255873,1.1974396865131192,0.49357307514974513,1532
