asset,mfi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
vet,117,0.09035114971795255,0.4109278668274693,0.5112196682280912,1.0944138545789917,0.34152070902138293,0.959599692913084,0.5055264688772542,1.0944138545789917,0.7975199395225597,1719
atom,117,-0.667673987275859,0.24981051357668513,0.2971225281860362,1.0579376589931409,0.21366738406314795,0.930954033244537,0.4922766957689725,1.0579376589931409,0.7962615748969896,1489
pol,117,-0.861606458274751,-1.2353637114417606,-1.2866358420952548,0.7580746865046226,-0.7529054892636644,0.8989602232973524,0.45689655172413796,0.7580746865046226,0.5478808228552813,348
tao,117,-0.33098872295157933,0.23834105922359136,0.37403490524479016,1.0509634836792208,0.20797533112510028,0.9150493860244922,0.44565217391304346,1.0509634836792208,0.7984679587906544,552
ltc,117,0.3934952274789447,0.8051572778805448,1.0401373789317012,1.2119790332445899,0.7181159572351768,0.8569521643845651,0.5112185018985157,1.2119790332445899,0.764311570842038,2897
xlm,117,2.1120938493976023,0.48336016563471884,0.6478122018431671,1.1391922752393437,0.4123443919479509,0.8799593157224277,0.498500299940012,1.1391922752393437,0.7506747861690919,1667
avax,117,0.2985673365647483,0.7196043801835538,1.0244782715860998,1.1742721006915982,0.7853507771997976,0.8254818481634176,0.5062034739454094,1.1742721006915982,0.9009017022021204,1209
link,117,0.3042974346750109,0.7329364747007265,1.1033850286564977,1.1518031188537776,0.7811840341250549,0.8077693183779198,0.5025210084033613,1.1518031188537776,0.8609429555686482,2380
ada,117,0.27824827704720456,0.6892354941347348,0.9343018520831631,1.1709550277725365,0.6254052753342904,0.8177956330457644,0.5039619651347068,1.1709550277725365,0.7420594374557635,1893
trx,117,0.1483398333619408,0.5288831540230755,0.6489965642242603,1.1467434704581796,0.4304537410462187,0.8671879586750586,0.5223350253807106,1.1467434704581796,0.7057972978765477,1970
sui,117,0.5974926271591947,0.5790382278562967,0.9173982702942608,1.1194905895555078,0.6039934426491446,0.7551492989591453,0.4793103448275862,1.1194905895555078,0.7876944955448029,580
sol,117,0.9929752294438283,1.2054222359278177,1.788338232952705,1.2872372515653772,1.2737294498888518,0.8516112474183051,0.49930555555555556,1.2872372515653772,0.8998691855541905,1440
bnb,117,0.5679450360967637,0.9988969278620616,1.2813663454381774,1.2649108677706475,0.8804719630744225,0.7568458988486562,0.5265724037055095,1.2649108677706475,0.6671174730013018,2051
btc,117,0.41464097101921116,0.9824234336351472,1.0954986024859992,1.2582964170577198,0.54310829314659,0.8344550989847571,0.533753709198813,1.2582964170577198,0.4613076897404197,2696
xrp,118,-0.01431281897975123,0.3498551377348901,0.4235919140555223,1.1022915552895123,0.29253323329785863,0.8875773668579322,0.49554896142433236,1.1022915552895123,0.7421525337887207,1685
eth,118,0.278468811926305,0.7211535507753178,0.7981779199783458,1.1754720635209859,0.5835335179378522,0.7083364753699887,0.5195439739413681,1.1754720635209859,0.5731623659232702,1842
algo,118,0.9338249807130972,0.5005686884095086,0.6328350785124671,1.1175122137149205,0.47399164235675845,0.8657179403531233,0.5089285714285714,1.1175122137149205,0.8197537677985781,1456
vet,118,-0.5070544792250903,0.30727301706815935,0.3815016988576673,1.06995842585431,0.25030244035349,0.9709011947908678,0.5014594279042616,1.06995842585431,0.7908892903029193,1713
atom,118,-0.5280778379308404,0.2978765194310092,0.3536443505818755,1.0695632733662461,0.25531648624966824,0.9284239262638928,0.49326145552560646,1.0695632733662461,0.7957724732939858,1484
pol,118,-0.8346997924822607,-1.0939962704013595,-1.1397782856381615,0.7837033118699995,-0.6845948742983662,0.8796050092110135,0.4670487106017192,0.7837033118699995,0.5504343086033602,349
tao,118,-0.3370543824540224,0.24207661296260227,0.3841156795929003,1.0520690768541814,0.20881922010990833,0.9407606352497735,0.44665461121157324,1.0520690768541814,0.8115154114177417,553
ltc,118,0.42204729681608977,0.8315646821988267,1.0797356071794144,1.2192255712796376,0.7349158441731808,0.8652265754198794,0.5093103448275862,1.2192255712796376,0.7646653744293279,2900
xlm,118,0.8551195861873113,0.4214298659794872,0.558598620934961,1.1208260866306166,0.3497894208203192,0.9051663123850703,0.49788263762855417,1.1208260866306166,0.7512936925325768,1653
avax,118,2.6177349798567504,0.6357403972956867,0.8909602558569429,1.1505428685912464,0.6827891761337407,0.8254818481634177,0.5057565789473685,1.1505428685912464,0.8865726850431842,1216
link,118,0.3219253408481164,0.7484255163014393,1.1252499581155135,1.1555410487738318,0.7817609677620687,0.8238838702986582,0.5048461862621154,1.1555410487738318,0.8605802952191505,2373
ada,118,0.20831953849889007,0.6134566295879588,0.8384214930624778,1.150190453068585,0.5482962561607261,0.8314525218840019,0.5007898894154819,1.150190453068585,0.7431369764975813,1899
trx,118,0.17816064793637443,0.5647767732850957,0.6956117440139706,1.1575463437797306,0.45851806175757204,0.8676217103763751,0.5233977619532044,1.1575463437797306,0.7043848893901803,1966
sui,118,0.07776769589957055,0.4154152762942031,0.6610614761265546,1.0842206440531597,0.3991608435837682,0.815331826558636,0.4691780821917808,1.0842206440531597,0.7834293976694116,584
sol,118,0.8945250746839057,1.1495945290811107,1.6845589142476771,1.2708477237299622,1.2168115335865979,0.851440939215787,0.5,1.2708477237299622,0.9012248482373181,1444
bnb,118,0.5619105992804927,0.9928118257108801,1.2746707793649876,1.2630033996021648,0.868724830180411,0.7630919147676823,0.5247572815533981,1.2630033996021648,0.6677165570564524,2060
btc,118,0.4507465334270271,1.036623969586243,1.1682205429644554,1.2736083962831968,0.5690706346185291,0.8407051862366046,0.5339265850945495,1.2736083962831968,0.4615180122158564,2697
