asset,max_pivot_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,2,0.05416598916681514,0.4899356299171531,0.6826541591889774,1.1150960367971399,0.5143382217968533,0.910895693111537,0.49638305201515676,1.1150960367971399,0.9562653590158847,2903
eth,2,0.276791519813963,0.6964603287819403,1.0251176863277167,1.1375396011798276,0.584303741000758,0.8543398430631202,0.5042970092815401,1.1375396011798276,0.7167586519405009,2909
algo,2,-0.7729395141721184,0.2897978458325876,0.45014034831693445,1.054265176620213,0.28060698157742986,0.9662564793223067,0.4969801553062985,1.054265176620213,0.935611903233055,2318
vet,2,-0.43888707384484293,0.38855442980936755,0.5798156480367689,1.0732511365745325,0.38253683473088845,0.9195690825988528,0.4994307400379507,1.0732511365745325,0.9053275916744454,2635
atom,2,-0.9602745526601112,0.09678981082179025,0.1470050919723671,1.017844593607478,0.09111231075248656,0.9828707932763215,0.4772914946325351,1.017844593607478,0.9252175243055074,2422
pol,2,1.3450256468458202,0.7642091603010918,1.2276160938133815,1.1386043841112679,0.951333016912081,0.562033201408456,0.49794801641586867,1.1386043841112679,0.6996523581188194,731
tao,2,-0.9433802509588609,-0.24697074091526575,-0.33766095784927863,0.9582901202247353,-0.2504186601144663,0.9708057304285866,0.49947643979057593,0.9582901202247353,0.9843589946907166,955
ltc,2,-0.9699938599033893,0.14960185215264202,0.21853915024350448,1.0307189560683274,0.1256966316437824,0.9945674608267052,0.47124166872377193,1.0307189560683274,0.8356432622296152,4051
xlm,2,0.37708929875964237,0.7785911795422402,1.270455160575683,1.175094369028261,0.7788715420475507,0.9275851381544448,0.5070519435844513,1.175094369028261,0.9279191518191959,2907
avax,2,1.3320888941609876,0.5952490534926449,0.974490628723717,1.1167019583632734,0.6410004768357015,0.9234465322176586,0.4956989247311828,1.1167019583632734,0.9944235341671287,1860
link,2,-0.9995874560289391,-0.14878370633338475,-0.21063288835000915,0.9732001227405666,-0.14945220368105544,0.9999462032273061,0.47929606625258797,0.9732001227405666,1.0044390432105565,2898
ada,2,0.6690654013693438,0.9747954459328394,1.5950893109579856,1.2319704650129337,1.0892783338364473,0.9361857091047583,0.5156518747850017,1.2319704650129337,1.0461341542268376,2907
trx,2,0.3151259837611724,0.7022248341475035,1.204686349963927,1.1965632995007978,0.7867307814731728,0.9270427370458085,0.4930747922437673,1.1965632995007978,1.0386033382890592,2888
sui,2,0.16038423841187432,0.4917390191077383,0.7758091091706085,1.0904048497075165,0.6226337825223159,0.7035469532000714,0.4905450500556173,1.0904048497075165,0.8908223338629053,899
sol,2,0.5586126948877903,0.57419638147285,0.8325137872997908,1.1103577341131816,0.7150326208297277,0.8246944838737233,0.4891411648568608,1.1103577341131816,1.0269717420988838,2026
bnb,2,1.717479304715197,0.49095283313117305,0.7655649955763623,1.1082373874631237,0.41891291677538744,0.9515619243477021,0.49707199448846023,1.1082373874631237,0.8119345776631715,2903
btc,2,1.3196046147445029,0.37205832073978234,0.5075582395918782,1.0742098987577495,0.23750607792477924,0.8776250344731014,0.5112207151664612,1.0742098987577495,0.5602381890340502,4055
xrp,3,0.7990570746859591,0.5250415209373355,0.6701138306229479,1.1317811307907308,0.5403217911347492,0.8894752416595818,0.5039001560062403,1.1317811307907308,0.9153616172784168,2564
